threshold,precision,recall,f1
0.35500000000000004,0.9876523412443874,0.9541440743609605,0.9706090930580726
0.36000000000000004,0.9881200834804945,0.9535243996901627,0.9705140334279407
0.36500000000000005,0.9885852090032154,0.9525948876839659,0.9702564102564103
0.37000000000000005,0.989375402446877,0.9521301316808676,0.9703955159074761
0.37500000000000006,0.9901708024492427,0.9519752130131681,0.9706974172656189
0.38000000000000006,0.9904884733193616,0.9518202943454687,0.9707694738505294
0.385,0.9906466698919529,0.9516653756777692,0.9707648546144121
0.39,0.9911247377763434,0.9515104570100698,0.9709136895352514
0.395,0.991918538871828,0.9507358636715725,0.970890681854137
0.4,0.9919146183699871,0.950271107668474,0.9706464118996756
0.405,0.9923935911959864,0.9499612703330751,0.9707139464935888
0.41000000000000003,0.9928721853231816,0.9494965143299767,0.9707000316756415
0.41500000000000004,0.9935117599351176,0.9488768396591789,0.9706814580031695
0.42000000000000004,0.9936729396495781,0.9488768396591789,0.9707583802203027
0.42500000000000004,0.9936698587891576,0.9484120836560805,0.9705136334812936
0.43000000000000005,0.9938271604938271,0.9477924089852827,0.9702640551899135
0.43500000000000005,0.9938261575954509,0.9476374903175833,0.970182394924663
0.44000000000000006,0.9943052391799544,0.9467079783113865,0.9699230219823823
0.44500000000000006,0.9944616387033719,0.9457784663051898,0.969509290138161
0.45000000000000007,0.9954300636526848,0.9448489542989931,0.9694802098235574
0.45500000000000007,0.995425584054893,0.9439194422927962,0.9689885496183206
0.4600000000000001,0.9954233409610984,0.9434546862896979,0.9687425435456931
0.4650000000000001,0.995418098510882,0.9423702556158017,0.9681680725767945
0.4700000000000001,0.9957418932197838,0.9419054996127033,0.9680757901440968
0.4750000000000001,0.9957377049180328,0.9409759876065066,0.9675826363998407
0.48000000000000004,0.9957342083675144,0.9402013942680093,0.9671713147410359
0.48500000000000004,0.9960584660863853,0.9395817195972115,0.9669961734693877
0.49000000000000005,0.9962189709025152,0.9388071262587142,0.9666613494975275
0.49500000000000005,0.9965426407639117,0.937722695584818,0.9662383270811716
0.5,0.9965403624382208,0.9371030209140201,0.9659081836327346
0.5050000000000001,0.9970301930374526,0.9361735089078234,0.9656439757110898
0.51,0.9970292127413765,0.9358636715724244,0.965478663896436
0.5150000000000001,0.997190547017022,0.9347792408985283,0.9649768111306573
0.52,0.9973544973544973,0.9344694035631294,0.9648884267775734
0.5250000000000001,0.9973518702416418,0.9335398915569326,0.9643914539489478
0.53,0.9975149105367793,0.9327652982184353,0.9640541189656553
0.5350000000000001,0.9975116124751161,0.9315259488768397,0.9633902106865336
0.54,0.9976736457294783,0.9301316808675445,0.9627194740639782
0.5450000000000002,0.9976713240186295,0.9292021688613478,0.9622202614903345
0.55,0.9976709366162037,0.9290472501936483,0.9621370126744746
0.5550000000000002,0.9976701614245299,0.9287374128582494,0.9619704749679076
0.56,0.998,0.9276529821843532,0.9615415495784826
0.5650000000000001,0.997997997997998,0.9267234701781565,0.9610410474736927
0.5700000000000001,0.9979946524064172,0.9251742835011619,0.9602058043251065
0.5750000000000001,0.9979923038313535,0.9240898528272656,0.9596203346203346
0.5800000000000001,0.9979909593169262,0.9234701781564678,0.9592854843900869
0.5850000000000001,0.9979886020784445,0.9223857474825716,0.9586989775380405
0.5900000000000001,0.9979879275653923,0.9220759101471727,0.9585312827119736
0.5950000000000001,0.9981528127623845,0.9208365608055771,0.9579371474617244
0.6000000000000001,0.9981512605042017,0.9200619674670798,0.9575171301894397
0.6050000000000001,0.9981497056349874,0.9192873741285825,0.9570967741935484
0.6100000000000001,0.9981481481481481,0.9185127807900852,0.9566760790641388
0.6150000000000001,0.9981459632563627,0.917428350116189,0.9560865353567969
0.6200000000000001,0.9981447124304267,0.9168086754453911,0.9557493540051679
0.6250000000000001,0.9983116663852777,0.9160340821068939,0.9554047503635482
0.6300000000000001,0.9983096686950642,0.9149496514329977,0.9548136771481691
0.6350000000000001,0.9983079526226735,0.9140201394268009,0.9543065103113627
0.6400000000000001,0.9984763839512443,0.913710302091402,0.9542145283934639
0.645,0.9984748347737672,0.9127807900852053,0.9537067011977987
0.6500000000000001,0.9984743176809628,0.9124709527498064,0.9535373158491177
0.655,0.998473023413641,0.9116963594113091,0.9531136124382541
0.6600000000000001,0.998471986417657,0.9110766847405112,0.9527744025921425
0.665,0.998470168281489,0.909992254066615,0.9521802561193062
0.6700000000000002,0.9984683458134785,0.9089078233927188,0.9515854350823129
0.675,0.998465996250213,0.9075135553834237,0.9508196721311475
0.6800000000000002,0.9984649496844619,0.9068938807126259,0.9504789738593927
0.685,0.9984620642515379,0.9051897753679319,0.9495409116762817
0.6900000000000002,0.9984591679506933,0.9034856700232378,0.9486011711125569
0.6950000000000001,0.9984573191635242,0.9024012393493416,0.9480022784604117
0.7000000000000002,0.9984552008238929,0.9011618900077459,0.9473169937301522
0.7050000000000001,0.9984541394709722,0.9005422153369481,0.946974016453531
0.7100000000000002,0.9984512132163139,0.8988381099922541,0.9460296755258438
0.7150000000000001,0.9984498794350671,0.8980635166537568,0.9455998695049344
0.7200000000000002,0.9984480082772892,0.8969790859798605,0.9449975518198139
0.7250000000000001,0.9984469370146678,0.8963594113090627,0.9446530612244898
0.7300000000000002,0.9984453273449646,0.895429899302866,0.9441359032995753
0.7350000000000001,0.9984442523768366,0.8948102246320682,0.9437908496732026
0.7400000000000002,0.9984420979747274,0.8935708752904725,0.9431000654022237
0.7450000000000001,0.9986135181975736,0.8926413632842758,0.9426584867075665
0.7500000000000002,0.9986111111111111,0.8910921766072811,0.9417928776094965
0.7550000000000001,0.9986106286905175,0.8907823392718822,0.9416195856873822
0.76,0.998606999825875,0.8884585592563904,0.940318084931956
0.7650000000000001,0.9986055429667073,0.8875290472501937,0.9397965879265092
0.77,0.9986043265875785,0.8867544539116964,0.9393616148354804
0.7750000000000001,0.9986018874519399,0.8852052672347018,0.9384905970271824
0.78,0.9986001749781277,0.8841208365608055,0.9378800328677075
0.7850000000000001,0.9985967374144887,0.8819519752130132,0.9366567949983547
0.79,0.9985940246045695,0.8802478698683192,0.9356937011115686
0.7950000000000002,0.9985920450545582,0.8790085205267235,0.9349921726950646
0.8,0.9985898113872731,0.8776142525174283,0.9342018469656992
